Category,Crop,QueryType,StateName,DistrictName,BlockName,Hour of the day,Month
Vegetables,Brinjal,Fertilizer Use and Availability,TELANGANA,WARANGAL,BHUPALPALLE,11,2
Cereals,Wheat,Weather,UTTARAKHAND,HARIDWAR,BHAGWANPUR,11,2
Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),"	Plant Protection	",TELANGANA,WARANGAL,ATMAKUR,11,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,UJHANI,10,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,QADAR CHOWK,10,2
Cereals,Wheat,Weather,UTTARAKHAND,UDHAM SINGH NAGAR,KHATIMA,10,2
Others,Others,Weather,UTTARAKHAND,NAINITAL,KOTABAG,10,2
Fruits,Guava,"	Plant Protection	",RAJASTHAN,TONK,TONK,10,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,BISAULI,10,2
Others,Others,Weather,UTTARAKHAND,UDHAM SINGH NAGAR,RUDRAPUR,10,2
Vegetables,Bitter Gourd,Cultural Practices,TELANGANA,WARANGAL,DHARMASAGAR,10,2
Others,Others,Cultural Practices,RAJASTHAN,TONK,TODARAISINGH,10,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,SALARPUR,10,2
Others,Others,Weather,UTTAR PRADESH,SHAHJAHANPUR,BANDA,10,2
Others,Others,Varieties,TELANGANA,WARANGAL,KESAMUDRAM,10,2
Fiber Crops,Cotton (Kapas),Government Schemes,TELANGANA,NALGONDA,MOTHKUR,10,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,SAMRER,10,2
Cereals,Wheat,Weather,UTTARAKHAND,HARIDWAR,ROORKEE,10,2
Cereals,Wheat,Weather,UTTAR PRADESH,SHAHJAHANPUR,KALAN,10,2
Condiments and Spices,Cumin,"	Plant Protection	",GUJARAT,BANAS KANTHA,VAV,10,2
Others,Others,Government Schemes,TELANGANA,KARIMNAGAR,SAIDAPUR,10,2
Cereals,Wheat,Weather,UTTAR PRADESH,BADAUN,WAZIRGANJ,10,2
Others,Others,Weather,UTTAR PRADESH,SHAHJAHANPUR,MADNAPUR,10,2
Others,Others,Government Schemes,GUJARAT,BANAS KANTHA,DHANERA,10,2
Vegetables,Bitter Gourd,"	Plant Protection	",TELANGANA,KHAMMAM,CHINTHAKANI,10,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,DATAGANJ,10,2
Cereals,Wheat,Weather,UTTARAKHAND,HARIDWAR,BHAGWANPUR,10,2
Fruits,Mango,"	Plant Protection	",GUJARAT,BANAS KANTHA,DANTA,10,2
Condiments and Spices,Coriander,Cultural Practices,TELANGANA,NALGONDA,KANAGAL,10,2
Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),"	Field Preparation	",UTTAR PRADESH,SHAHJAHANPUR,NIGOHI,10,2
Others,Others,Agriculture Mechanization,UTTAR PRADESH,SHAHJAHANPUR,NIGOHI,10,2
Cereals,Wheat,Weather,UTTAR PRADESH,BADAUN,SALARPUR,10,2
Others,Others,Weather,TELANGANA,KHAMMAM,JULURUPADU,10,2
Cereals,Barley (Jau),"	Field Preparation	",UTTARAKHAND,HARIDWAR,NARSAN,10,2
Sugar and Starch Crops,Sugarcane (Noble Cane),Government Schemes,UTTARAKHAND,HARIDWAR,BHAGWANPUR,10,2
Fiber Crops,Cotton (Kapas),Market Information,TELANGANA,WARANGAL,DHARMASAGAR,10,2
Others,Others,Weather,UTTAR PRADESH,SHAHJAHANPUR,TILHAR,10,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,ASAFPUR,10,2
Fiber Crops,Cotton (Kapas),Market Information,TELANGANA,WARANGAL,DEVARUPPULA,10,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,SAMRER,10,2
Others,Others,Weather,UTTAR PRADESH,SHAHJAHANPUR,TILHAR,10,2
Cereals,Paddy (Dhan),"	Plant Protection	",TELANGANA,NALGONDA,VEMULA PALLY,10,2
Others,Others,Weather,UTTARAKHAND,UDHAM SINGH NAGAR,KHATIMA,10,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,BISAULI,10,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,USAWAN,10,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,USAWAN,10,2
Others,Others,Weather,UTTAR PRADESH,SHAHJAHANPUR,MIRZAPUR,10,2
Others,Others,Weather,UTTAR PRADESH,SHAHJAHANPUR,DADROL,10,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,BISAULI,9,2
Sugar and Starch Crops,Sugarcane (Noble Cane),Weather,UTTARAKHAND,HARIDWAR,LAKSAR,9,2
Others,Others,Weather,UTTARAKHAND,HARIDWAR,BAHADRABAD,9,2
Oilseeds,Mustard,"	Plant Protection	",UTTARAKHAND,HARIDWAR,LAKSAR,9,2
Cereals,Wheat,"	Plant Protection	",UTTARAKHAND,HARIDWAR,ROORKEE,9,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,UJHANI,9,2
Cereals,Wheat,Weather,UTTAR PRADESH,BADAUN,MION,9,2
Vegetables,Bhindi(Okra/Ladysfinger),Cultural Practices,UTTAR PRADESH,BADAUN,MION,9,2
Cereals,Wheat,Weather,UTTAR PRADESH,BADAUN,QADAR CHOWK,9,2
Others,Others,Weather,UTTAR PRADESH,SHAHJAHANPUR,TILHAR,9,2
Cereals,Wheat,Weather,UTTAR PRADESH,SHAHJAHANPUR,KALAN,9,2
Others,Others,Weather,UTTAR PRADESH,SHAHJAHANPUR,DADROL,9,2
Others,Others,Weather,UTTAR PRADESH,SHAHJAHANPUR,KALAN,9,2
Others,Others,Weather,UTTARAKHAND,HARIDWAR,NARSAN,9,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,UJHANI,9,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,BISAULI,9,2
Others,Others,Weather,UTTAR PRADESH,SHAHJAHANPUR,KALAN,9,2
Others,Others,Weather,UTTAR PRADESH,SHAHJAHANPUR,KALAN,9,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,AMBIAPUR,9,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,SAMRER,9,2
Animal,"Bovine(Cow,Buffalo)",Disease Management,UTTARAKHAND,DEHRADUN,DOIWALA,9,2
Others,Others,Weather,UTTAR PRADESH,SHAHJAHANPUR,MADNAPUR,9,2
Others,Others,Weather,UTTAR PRADESH,SHAHJAHANPUR,KALAN,9,2
Cereals,Wheat,Weather,UTTAR PRADESH,BADAUN,AMBIAPUR,9,2
Sugar and Starch Crops,Sugarcane (Noble Cane),"	Plant Protection	",UTTARAKHAND,HARIDWAR,ROORKEE,9,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,SALARPUR,9,2
Others,Others,Weather,UTTARAKHAND,HARIDWAR,BHAGWANPUR,9,2
Vegetables,Tomato,Seeds and Planting Material,TELANGANA,NALGONDA,GARIDE PALLY,9,2
Cereals,Paddy (Dhan),"	Plant Protection	",TELANGANA,NALGONDA,GARIDE PALLY,9,2
Others,Others,Weather,UTTARAKHAND,UDHAM SINGH NAGAR,JASPUR,9,2
Drug and Narcotics,Tobacco,Weather,UTTAR PRADESH,SHAHJAHANPUR,MIRZAPUR,9,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,USAWAN,9,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,SAMRER,9,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,AMBIAPUR,9,2
Others,Others,Weather,UTTARAKHAND,DEHRADUN,CHAKRATA,9,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,DATAGANJ,9,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,ASAFPUR,9,2
Others,Others,Weather,UTTARAKHAND,UDHAM SINGH NAGAR,GADARPUR,9,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,SAMRER,9,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,WAZIRGANJ,9,2
Others,Others,Government Schemes,TELANGANA,WARANGAL,GEESUGONDA,8,2
Others,Others,Weather,TELANGANA,WARANGAL,NEKKONDA,8,2
Cereals,Wheat,"	Plant Protection	",UTTAR PRADESH,SHAHJAHANPUR,BANDA,8,2
Pulses,Green Gram (Moong Bean/ Moong),Credit,UTTAR PRADESH,BADAUN,AMBIAPUR,8,2
Vegetables,Bhindi(Okra/Ladysfinger),Seeds and Planting Material,TELANGANA,MEDAK,PATANCHERU,8,2
Sugar and Starch Crops,Sugarcane (Noble Cane),Cultural Practices,UTTAR PRADESH,SHAHJAHANPUR,DADROL,8,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,AMBIAPUR,8,2
Cereals,Paddy (Dhan),Crop Insurance,TELANGANA,WARANGAL,RAIPARTHY,8,2
Vegetables,Tomato,Cultural Practices,TELANGANA,NALGONDA,CHITYALA,8,2
Oilseeds,Groundnut (pea nut/mung phalli),"	Plant Protection	",TELANGANA,KARIMNAGAR,KAMALAPUR,8,2
Millets,Maize (Makka),"	Plant Protection	",TELANGANA,WARANGAL,GEESUGONDA,8,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,MION,8,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,ASAFPUR,8,2
Cereals,Wheat,Weather,UTTARAKHAND,NAINITAL,RAMGARH,8,2
Pulses,Green Gram (Moong Bean/ Moong),Sowing Time and Weather,TELANGANA,WARANGAL,RAGHUNATHPALLE,8,2
Cereals,Wheat,Weather,UTTAR PRADESH,BADAUN,AMBIAPUR,8,2
Millets,Maize (Makka),"	Plant Protection	",TELANGANA,KARIMNAGAR,MANAKONDUR,8,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,JAGAT,8,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,ISLAMNAGAR,8,2
Pulses,Lentil (Masur),"	Water Management	",UTTARAKHAND,HARIDWAR,KHANPUR,8,2
Cereals,Wheat,Weather,UTTARAKHAND,HARIDWAR,BHAGWANPUR,8,2
Cereals,Wheat,Weather,UTTAR PRADESH,SHAHJAHANPUR,KHUDAGANJ KATRA,8,2
Cereals,Paddy (Dhan),"	Plant Protection	",TELANGANA,KHAMMAM,BAYYARAM,8,2
Fiber Crops,Cotton (Kapas),Market Information,TELANGANA,WARANGAL,VENKATAPUR,8,2
Cereals,Paddy (Dhan),Nutrient Management,TELANGANA,KHAMMAM,BAYYARAM,8,2
Vegetables,Potato,Weather,UTTAR PRADESH,BADAUN,UJHANI,8,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,USAWAN,8,2
Millets,Maize (Makka),Fertilizer Use and Availability,TELANGANA,WARANGAL,GOVINDARAOPET,8,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,ASAFPUR,8,2
Oilseeds,Groundnut (pea nut/mung phalli),Fertilizer Use and Availability,TELANGANA,WARANGAL,KAMALAPUR,8,2
Cereals,Wheat,Weather,UTTARAKHAND,UDHAM SINGH NAGAR,GADARPUR,8,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,USAWAN,8,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,SAHASWAN,7,2
Others,Others,Weather,UTTARAKHAND,DEHRADUN,SAHASPUR,7,2
Others,Others,Weather,UTTAR PRADESH,SHAHJAHANPUR,KHUDAGANJ KATRA,7,2
Vegetables,Bottle Gourd ,"	Plant Protection	",TELANGANA,KARIMNAGAR,CHANDURTHI,7,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,DAHGAVAN,7,2
Vegetables,Chillies,"	Plant Protection	",TELANGANA,KARIMNAGAR,IBRAHIMPATNAM,7,2
Cereals,Paddy (Dhan),"	Plant Protection	",TELANGANA,NALGONDA,KETHE PALLY,7,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,AMBIAPUR,7,2
Cereals,Barley (Jau),"	Field Preparation	",UTTAR PRADESH,SHAHJAHANPUR,MIRZAPUR,7,2
Animal,"Bovine(Cow,Buffalo)","Animal Production (Piggery, Goatery, Sheep Farming etc.)",GUJARAT,BANAS KANTHA,DANTIVADA,7,2
Others,Others,Soil Testing,UTTARAKHAND,UDHAM SINGH NAGAR,SITARGANJ,7,2
Cereals,Wheat,Weather,UTTAR PRADESH,SHAHJAHANPUR,BANDA,7,2
Others,Others,Cultural Practices,GUJARAT,BANAS KANTHA,THARAD,7,2
Others,Others,Weather,UTTARAKHAND,HARIDWAR,BAHADRABAD,7,2
Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),"	Plant Protection	",RAJASTHAN,TONK,DEOLI,7,2
Cereals,Barley (Jau),Weather,RAJASTHAN,TONK,TODARAISINGH,7,2
Cereals,Wheat,Weather,UTTAR PRADESH,SHAHJAHANPUR,JAITPUR,7,2
Others,Others,Weather,UTTAR PRADESH,SHAHJAHANPUR,BANDA,7,2
Others,Others,Weather,UTTAR PRADESH,SHAHJAHANPUR,JAITPUR,7,2
Others,Others,Weather,UTTAR PRADESH,SHAHJAHANPUR,JALALABAD,6,2
Cereals,Paddy (Dhan),Fertilizer Use and Availability,TELANGANA,WARANGAL,DEVARUPPULA,6,2
Others,Others,Weather,UTTAR PRADESH,SHAHJAHANPUR,KHUDAGANJ KATRA,6,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,SAMRER,6,2
Others,Others,Government Schemes,GUJARAT,BANAS KANTHA,DEESA,6,2
Oilseeds,Mustard,Weather,UTTARAKHAND,UDHAM SINGH NAGAR,JASPUR,6,2
Cereals,Barley (Jau),"	Field Preparation	",UTTAR PRADESH,SHAHJAHANPUR,KHUDAGANJ KATRA,6,2
Cereals,Wheat,Weather,UTTARAKHAND,NAINITAL,RAMNAGAR,22,2
Cereals,Wheat,Weather,UTTAR PRADESH,BADAUN,SAHASWAN,21,2
Sugar and Starch Crops,Sugarcane (Noble Cane),Weather,UTTAR PRADESH,BADAUN,JAGAT,21,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,AMBIAPUR,21,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,UJHANI,21,2
Cereals,Wheat,Weather,UTTARAKHAND,HARIDWAR,NARSAN,21,2
Others,Others,Fertilizer Use and Availability,UTTARAKHAND,HARIDWAR,NARSAN,21,2
Cereals,Wheat,Market Information,GUJARAT,BANAS KANTHA,DHANERA,21,2
Condiments and Spices,Fennel,Weather,GUJARAT,BANAS KANTHA,DHANERA,21,2
Others,Others,Bio-Pesticides and Bio-Fertilizers,RAJASTHAN,TONK,UNIARA,21,2
Others,Others,Weather,UTTAR PRADESH,SHAHJAHANPUR,BANDA,21,2
Vegetables,Beans ,"	Plant Protection	",UTTARAKHAND,NAINITAL,KOTABAG,20,2
Cereals,Wheat,Weather,UTTARAKHAND,HARIDWAR,BHAGWANPUR,20,2
Others,Others,Weather,RAJASTHAN,TONK,UNIARA,20,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,WAZIRGANJ,20,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,AMBIAPUR,20,2
Others,Others,Weather,RAJASTHAN,TONK,UNIARA,20,2
Others,Others,Weather,TELANGANA,KARIMNAGAR,PEGADAPALLI,20,2
Others,Others,Weather,UTTAR PRADESH,SHAHJAHANPUR,JALALABAD,20,2
Cereals,Wheat,Weather,RAJASTHAN,TONK,UNIARA,20,2
Others,Others,Weather,RAJASTHAN,TONK,UNIARA,20,2
Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),Fertilizer Use and Availability,RAJASTHAN,TONK,UNIARA,20,2
Oilseeds,"Castor (Rehri, Rendi, Arandi) ",Weather,GUJARAT,BANAS KANTHA,VAV,20,2
Others,Others,Weather,RAJASTHAN,TONK,UNIARA,20,2
Millets,Pearl Millet (Bajra/Bulrush Millet/Spiked Millet),Sowing Time and Weather,GUJARAT,BANAS KANTHA,THARAD,20,2
Oilseeds,Groundnut (pea nut/mung phalli),Cultural Practices,GUJARAT,BANAS KANTHA,PALANPUR,20,2
Oilseeds,"Castor (Rehri, Rendi, Arandi) ",Weather,GUJARAT,BANAS KANTHA,VAV,20,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,SAHASWAN,20,2
Pulses,Black Gram (urd bean),Fertilizer Use and Availability,GUJARAT,BANAS KANTHA,VAV,20,2
Cereals,Paddy (Dhan),"	Plant Protection	",TELANGANA,NALGONDA,POCHAMPALLY,20,2
Cereals,Wheat,Weather,UTTARAKHAND,DEHRADUN,VIKASNAGAR,19,2
Vegetables,Capsicum,"	Plant Protection	",RAJASTHAN,TONK,UNIARA,19,2
Sugar and Starch Crops,Sugarcane (Noble Cane),Cultural Practices,UTTARAKHAND,UDHAM SINGH NAGAR,GADARPUR,19,2
Cereals,Wheat,"	Plant Protection	",UTTAR PRADESH,BADAUN,DATAGANJ,19,2
Cereals,Wheat,Weather,UTTAR PRADESH,BADAUN,ASAFPUR,19,2
Cereals,Wheat,"	Field Preparation	",UTTARAKHAND,HARIDWAR,BHAGWANPUR,19,2
Others,Others,Weather,UTTAR PRADESH,SHAHJAHANPUR,BANDA,19,2
Cereals,Paddy (Dhan),Fertilizer Use and Availability,TELANGANA,NALGONDA,BHUVANAGIRI,19,2
Others,Others,Weather,GUJARAT,BANAS KANTHA,DEESA,19,2
Fiber Crops,Cotton (Kapas),Market Information,TELANGANA,KHAMMAM,KHAMMAM (RURAL),19,2
Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),Cultural Practices,UTTARAKHAND,NAINITAL,HALDWANI,19,2
Pulses,Moth Bean (kidney bean/ deww gram),Market Information,TELANGANA,WARANGAL,MULUG,19,2
Cereals,Paddy (Dhan),"	Plant Protection	",TELANGANA,KARIMNAGAR,VEENAVANKA,19,2
Medicinal and Aromatic Plants,Mentha,Cultural Practices,TELANGANA,WARANGAL,GHANPUR(STATION),19,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,ASAFPUR,19,2
Others,Others,Weather,TELANGANA,WARANGAL,MULUG,19,2
Cereals,Wheat,"	Water Management	",UTTARAKHAND,HARIDWAR,BHAGWANPUR,18,2
Cereals,Wheat,"	Plant Protection	",UTTARAKHAND,HARIDWAR,BAHADRABAD,18,2
Others,Others,Weather,UTTAR PRADESH,SHAHJAHANPUR,JAITPUR,18,2
Cereals,Wheat,"	Plant Protection	",UTTARAKHAND,HARIDWAR,LAKSAR,18,2
Fruits,Apricot,"	Plant Protection	",UTTARAKHAND,NAINITAL,RAMGARH,18,2
Cereals,Wheat,"	Plant Protection	",UTTARAKHAND,HARIDWAR,BAHADRABAD,18,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,BISAULI,18,2
Cereals,Wheat,"	Plant Protection	",UTTARAKHAND,NAINITAL,KOTABAG,18,2
Vegetables,Ridge Gourd,Cultural Practices,TELANGANA,NALGONDA,MIRYALAGUDA,18,2
Condiments and Spices,Cumin,Cultural Practices,GUJARAT,BANAS KANTHA,VAV,18,2
Others,Others,Weather,TELANGANA,WARANGAL,RAIPARTHY,18,2
Cereals,Wheat,Weather,UTTAR PRADESH,BADAUN,SAHASWAN,18,2
Cereals,Wheat,"	Plant Protection	",UTTARAKHAND,UDHAM SINGH NAGAR,GADARPUR,18,2
Cereals,Wheat,"	Field Preparation	",UTTARAKHAND,HARIDWAR,LAKSAR,18,2
Others,Others,Weather,RAJASTHAN,TONK,MALPURA,18,2
Cereals,Wheat,Weather,UTTAR PRADESH,BADAUN,BISAULI,18,2
Others,Others,Cultural Practices,TELANGANA,WARANGAL,RAIPARTHY,18,2
Cereals,Wheat,"	Plant Protection	",UTTARAKHAND,UDHAM SINGH NAGAR,GADARPUR,18,2
Fiber Crops,Cotton (Kapas),"	Plant Protection	",TELANGANA,KARIMNAGAR,CHOPPADANDI,18,2
Cereals,Paddy (Dhan),"	Plant Protection	",TELANGANA,MEDAK,TUPRAN,18,2
Vegetables,Chillies,Fertilizer Use and Availability,UTTAR PRADESH,BADAUN,ASAFPUR,18,2
Animal,Goat,"Animal Production (Piggery, Goatery, Sheep Farming etc.)",WEST BENGAL,JALPAIGURI,MAL,18,2
Cereals,Wheat,Weather,UTTARAKHAND,NAINITAL,BETALGHAT,18,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,QADAR CHOWK,18,2
Cereals,Wheat,Weather,UTTAR PRADESH,BADAUN,DATAGANJ,18,2
Cereals,Paddy (Dhan),"	Plant Protection	",TELANGANA,KARIMNAGAR,CHANDURTHI,18,2
Vegetables,Tomato,"	Plant Protection	",UTTARAKHAND,NAINITAL,BETALGHAT,18,2
Vegetables,Chillies,"	Plant Protection	",TELANGANA,KARIMNAGAR,CHIGURUMAMIDI,18,2
Cereals,Wheat,Weather,UTTAR PRADESH,BADAUN,SAMRER,18,2
Cereals,Wheat,Weather,UTTARAKHAND,HARIDWAR,LAKSAR,18,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,ISLAMNAGAR,18,2
Cereals,Wheat,Weather,UTTAR PRADESH,BADAUN,BISAULI,18,2
Cereals,Wheat,Weather,UTTAR PRADESH,BADAUN,WAZIRGANJ,18,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,ASAFPUR,18,2
Animal,"Bovine(Cow,Buffalo)",Dairy Production,UTTAR PRADESH,SHAHJAHANPUR,JAITPUR,18,2
Cereals,Wheat,Weather,UTTAR PRADESH,BADAUN,SAHASWAN,18,2
Cereals,Paddy (Dhan),"	Plant Protection	",TELANGANA,KHAMMAM,GARLA,18,2
Vegetables,Watermelon,"	Plant Protection	",TELANGANA,WARANGAL,ATMAKUR,18,2
Fiber Crops,Cotton (Kapas),"	Plant Protection	",TELANGANA,WARANGAL,HANAMKONDA,18,2
Others,Others,Government Schemes,UTTAR PRADESH,BADAUN,DAHGAVAN,18,2
Cereals,Wheat,Weather,UTTARAKHAND,HARIDWAR,LAKSAR,18,2
Cereals,Wheat,"	Field Preparation	",UTTARAKHAND,UDHAM SINGH NAGAR,JASPUR,17,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,AMBIAPUR,17,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,BISAULI,17,2
Sugar and Starch Crops,Sugarcane (Noble Cane),Nutrient Management,TELANGANA,MEDAK,KOWDIPALLI,17,2
Cereals,Wheat,"	Field Preparation	",UTTARAKHAND,HARIDWAR,BAHADRABAD,17,2
Others,Others,Weather,RAJASTHAN,TONK,MALPURA,17,2
Cereals,Wheat,Weather,UTTAR PRADESH,BADAUN,BISAULI,17,2
Inland,Fresh Water,Fishery Nutrition,TELANGANA,KARIMNAGAR,MUTHARAM (MANTHANI),17,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,SALARPUR,17,2
Vegetables,Watermelon,Seeds and Planting Material,TELANGANA,WARANGAL,CHITYAL,17,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,BISAULI,17,2
Vegetables,Bhindi(Okra/Ladysfinger),Market Information,TELANGANA,KARIMNAGAR,CHIGURUMAMIDI,17,2
Cereals,Wheat,Weather,UTTAR PRADESH,BADAUN,UJHANI,17,2
Others,Others,Weather,TELANGANA,KARIMNAGAR,HUSNABAD,17,2
Others,Others,Weather,GUJARAT,BANAS KANTHA,DEESA,17,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,AMBIAPUR,17,2
Cereals,Wheat,Cultural Practices,UTTARAKHAND,UDHAM SINGH NAGAR,KASHIPUR,17,2
Cereals,Paddy (Dhan),"	Plant Protection	",TELANGANA,NALGONDA,ATMAKUR(M),17,2
Cereals,Wheat,"	Water Management	",UTTARAKHAND,HARIDWAR,BAHADRABAD,17,2
Others,Others,Market Information,TELANGANA,KHAMMAM,CHINTHAKANI,17,2
Vegetables,Potato,"	Plant Protection	",WEST BENGAL,JALPAIGURI,DHUPGURI,17,2
Cereals,Paddy (Dhan),Cultural Practices,TELANGANA,KARIMNAGAR,SHANKARAPATNAM,17,2
Fruits,Jack Fruit,"	Plant Protection	",UTTAR PRADESH,BADAUN,USAWAN,17,2
Vegetables,Onion,Nutrient Management,TELANGANA,KHAMMAM,NELAKONDAPALLY,17,2
Cereals,Wheat,Fertilizer Use and Availability,UTTARAKHAND,HARIDWAR,BAHADRABAD,17,2
Vegetables,Beans ,"	Plant Protection	",UTTARAKHAND,NAINITAL,RAMNAGAR,17,2
Cereals,Wheat,Weather,UTTARAKHAND,NAINITAL,HALDWANI,17,2
Pulses,Pigeon pea (red gram/arhar/tur),Market Information,TELANGANA,KHAMMAM,CHINTHAKANI,17,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,BISAULI,17,2
Cereals,Wheat,Weather,UTTAR PRADESH,BADAUN,WAZIRGANJ,17,2
Cereals,Paddy (Dhan),"	Plant Protection	",TELANGANA,KARIMNAGAR,VEENAVANKA,17,2
Cereals,Paddy (Dhan),"	Plant Protection	",TELANGANA,NALGONDA,NIDAMANOOR,17,2
Millets,Maize (Makka),Bio-Pesticides and Bio-Fertilizers,TELANGANA,MEDAK,KALHER,17,2
Others,Others,Weather,UTTAR PRADESH,SHAHJAHANPUR,JAITPUR,17,2
Others,Others,"	Plant Protection	",GUJARAT,BANAS KANTHA,THARAD,17,2
Others,Others,"	Plant Protection	",GUJARAT,BANAS KANTHA,THARAD,17,2
Cereals,Wheat,Weather,UTTAR PRADESH,BADAUN,JAGAT,17,2
Cereals,Wheat,"	Plant Protection	",UTTAR PRADESH,SHAHJAHANPUR,TILHAR,17,2
Cereals,Paddy (Dhan),Nutrient Management,TELANGANA,MEDAK,KALHER,17,2
Cereals,Wheat,"	Field Preparation	",UTTARAKHAND,HARIDWAR,LAKSAR,17,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,QADAR CHOWK,17,2
Cereals,Wheat,Weather,UTTARAKHAND,HARIDWAR,BHAGWANPUR,17,2
Others,Others,Weather,GUJARAT,BANAS KANTHA,THARAD,17,2
Others,Others,"	Plant Protection	",UTTAR PRADESH,SHAHJAHANPUR,JALALABAD,17,2
Others,Others,Weather,TELANGANA,WARANGAL,DHARMASAGAR,17,2
Others,Others,"	Water Management	",GUJARAT,BANAS KANTHA,VAV,16,2
Cereals,Wheat,Weather,UTTAR PRADESH,BADAUN,AMBIAPUR,16,2
Fruits,Orange,Fertilizer Use and Availability,UTTARAKHAND,HARIDWAR,BHAGWANPUR,16,2
Fiber Crops,Cotton (Kapas),Market Information,TELANGANA,KHAMMAM,KHAMMAM (RURAL),16,2
Others,Others,Government Schemes,GUJARAT,BANAS KANTHA,DANTIVADA,16,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,RAJPURA,16,2
Others,Others,Weather,UTTARAKHAND,HARIDWAR,ROORKEE,16,2
Vegetables,Chillies,"	Plant Protection	",TELANGANA,WARANGAL,VELAIR,16,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,JUNAWAI,16,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,QADAR CHOWK,16,2
Cereals,Wheat,"	Field Preparation	",UTTARAKHAND,HARIDWAR,BAHADRABAD,16,2
Cereals,Paddy (Dhan),"	Plant Protection	",TELANGANA,KHAMMAM,YERRUPALEM,16,2
Animal,"Bovine(Cow,Buffalo)",Dairy Production,UTTARAKHAND,NAINITAL,HALDWANI,16,2
Others,Others,Weather,UTTAR PRADESH,SHAHJAHANPUR,JAITPUR,16,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,BISAULI,16,2
Others,Others,Weather,GUJARAT,BANAS KANTHA,DHANERA,16,2
Cereals,Wheat,Weather,UTTARAKHAND,DEHRADUN,SAHASPUR,16,2
Others,Others,Credit,GUJARAT,BANAS KANTHA,DEODAR,16,2
Oilseeds,Groundnut (pea nut/mung phalli),"	Plant Protection	",TELANGANA,WARANGAL,KAMALAPUR,16,2
Cereals,Oats ,"	Plant Protection	",UTTARAKHAND,HARIDWAR,ROORKEE,16,2
Others,Others,Weather,GUJARAT,BANAS KANTHA,DHANERA,16,2
Vegetables,Ridge Gourd,"	Plant Protection	",TELANGANA,NALGONDA,MARRIGUDA,16,2
