Sector,Category,Crop,QueryType,StateName,DistrictName,BlockName,CreatedOn,Hour of the day,Month
AGRICULTURE,Others,Others,Weather,RAJASTHAN,SAWAI MADHOPUR,BAMANWAS,2018-05-20 16:09:19.297,16,5
AGRICULTURE,Others,Others,Weather,TELANGANA,ADILABAD,KUBEER,2018-06-19 09:08:54.307,9,6
AGRICULTURE,Others,Others,Weather,TELANGANA,KARIMNAGAR,MAHADEVPUR,2018-07-01 14:52:23.057,14,7
AGRICULTURE,Others,Others,Weather,RAJASTHAN,JALOR,JALORE,2018-04-04 08:45:36.180,8,4
AGRICULTURE,Others,Others,Weather,TELANGANA,ADILABAD,ADILABAD,2018-09-03 16:34:28.500,16,9
AGRICULTURE,Others,Others,Government Schemes,GUJARAT,BANAS KANTHA,DHANERA,2018-02-24 10:31:23.483,10,2
AGRICULTURE,Others,Others,Weather,RAJASTHAN,SAWAI MADHOPUR,BONLI,2018-05-16 11:27:26.887,11,5
AGRICULTURE,Cereals,Paddy (Dhan),Weather,UTTAR PRADESH,MAHARAHGANJ,MITHAURA,2018-05-31 20:39:07.193,20,5
AGRICULTURE,Cereals,Wheat,Weather,UTTARAKHAND,DEHRADUN,VIKASNAGAR,2018-02-25 11:53:37.180,11,2
AGRICULTURE,Others,Others,Weather,GUJARAT,JAMNAGAR,JAMJODHPUR,2018-05-28 19:27:50.753,19,5
AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,UTTAR PRADESH,BAGHPAT,CHHAPRAULI,2018-07-01 15:32:32.577,15,7
HORTICULTURE,Vegetables,Brinjal,Cultural Practices,GUJARAT,KHEDA,THASRA,2018-06-07 19:41:42.130,19,6
HORTICULTURE,Vegetables,Onion,Cultural Practices,TELANGANA,MAHABOOBNAGAR,AMANGAL,2018-05-21 10:50:36.430,10,5
AGRICULTURE,Others,Others,Weather,GUJARAT,SURENDRANAGAR,LIMBDI,2018-10-15 16:53:20.007,16,10
HORTICULTURE,Condiments and Spices,Garlic,	Plant Protection	,RAJASTHAN,KOTA,SANGOD,2018-01-15 14:24:52.630,14,1
AGRICULTURE,Cereals,Wheat,Weather,UTTAR PRADESH,MAHARAHGANJ,NICHLAUL,2018-05-07 08:43:27.620,8,5
AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),	Plant Protection	,TELANGANA,MEDAK,KALHER,2018-07-12 07:35:30.767,7,7
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,KANPUR CITY,GHATAMPUR,2018-10-12 13:22:03.113,13,10
AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,GUJARAT,Mehsana,VISNAGAR,2018-08-09 16:55:54.067,16,8
AGRICULTURE,Others,Others,Weather,UTTARAKHAND,HARIDWAR,NARSAN,2018-07-06 17:32:52.480,17,7
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,BAGHPAT,BINAULI,2018-07-06 17:11:47.670,17,7
AGRICULTURE,Cereals,Paddy (Dhan),Weather,WEST BENGAL,MALDAH,CHANCHAL-II,2018-12-19 10:35:38.853,10,12
AGRICULTURE,Others,Others,Weather,UTTARAKHAND,NAINITAL,KOTABAG,2018-07-09 07:09:12.493,7,7
HORTICULTURE,Vegetables,Brinjal,	Plant Protection	,WEST BENGAL,HOOGHLY,DHANIAKHALI,2018-12-06 17:03:22.450,17,12
AGRICULTURE,Others,Others,Weather,RAJASTHAN,JALOR,SANCHORE,2018-04-21 09:37:45.173,9,4
AGRICULTURE,Cereals,Paddy (Dhan),Varieties,UTTAR PRADESH,MAHARAHGANJ,LAKSHMIPUR,2018-05-13 07:14:46.933,7,5
HORTICULTURE,Vegetables,Lab Lab,	Plant Protection	,UTTAR PRADESH,SHAHJAHANPUR,MADNAPUR,2018-02-07 19:02:44.030,19,2
AGRICULTURE,Others,Others,Varieties,UTTARAKHAND,NAINITAL,RAMNAGAR,2018-04-16 14:18:18.797,14,4
AGRICULTURE,Others,Others,Weather,TELANGANA,ADILABAD,NIRMAL,2018-09-27 14:54:26.487,14,9
HORTICULTURE,Vegetables,Tomato,	Plant Protection	,CHHATTISGARH,RAIGARH,PUSSORE,2018-12-07 11:50:02.120,11,12
HORTICULTURE,Vegetables,Bottle Gourd ,	Plant Protection	,UTTARAKHAND,HARIDWAR,ROORKEE,2018-02-24 17:32:36.560,17,2
AGRICULTURE,Oilseeds,Mustard,Cultural Practices,WEST BENGAL,MURSHIDABAD,NABAGRAM,2018-01-08 16:18:39.067,16,1
HORTICULTURE,Condiments and Spices,Cumin,	Plant Protection	,GUJARAT,SURENDRANAGAR,LIMBDI,2018-01-16 12:13:34.120,12,1
AGRICULTURE,Millets,Pearl Millet (Bajra/Bulrush Millet/Spiked Millet),Weather,RAJASTHAN,SAWAI MADHOPUR,SAWAI MADHOPUR,2018-05-02 21:28:26.730,21,5
AGRICULTURE,Cereals,Paddy (Dhan),Weather,WEST BENGAL,NADIA,CHAPRA,2018-06-11 21:27:17.570,21,6
AGRICULTURE,Others,Others,Weather,RAJASTHAN,KOTA,SANGOD,2018-01-26 18:36:42.233,18,1
AGRICULTURE,Cereals,Wheat,Weather,UTTAR PRADESH,SHAHJAHANPUR,KALAN,2018-02-25 07:03:45.630,7,2
AGRICULTURE,Others,Others,Weather,RAJASTHAN,JALOR,BHINMAL,2018-04-07 14:19:15.490,14,4
AGRICULTURE,Oilseeds,Soybean (bhat),	Plant Protection	,UTTARAKHAND,NAINITAL,HALDWANI,2018-09-01 08:19:12.580,8,9
AGRICULTURE,Cereals,Wheat,Weather,UTTAR PRADESH,SHAHJAHANPUR,TILHAR,2018-02-13 08:36:27.360,8,2
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,SHAHJAHANPUR,KALAN,2018-02-08 14:51:25.373,14,2
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,SIDDHARTH NAGAR,DOMARIYAGANJ,2018-06-25 14:55:33.287,14,6
AGRICULTURE,Others,Others,Weather,RAJASTHAN,JALOR,JALORE,2018-04-04 08:45:36.180,8,4
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,MORADABAD,SAMBHAL,2018-11-05 15:43:08.853,15,11
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,SHAHJAHANPUR,KHUDAGANJ KATRA,2018-02-01 20:15:58.390,20,2
AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),Sowing Time and Weather,WEST BENGAL,HOOGHLY,BALAGARH,2018-04-17 19:28:44.477,19,4
AGRICULTURE,Others,Others,Weather,TELANGANA,ADILABAD,LOKESWARAM,2018-09-01 14:08:47.447,14,9
AGRICULTURE,Others,Others,Weather,TELANGANA,NALGONDA,NUTHANKAL,2018-02-07 14:56:55.357,14,2
AGRICULTURE,Others,Others,Weather,UTTARAKHAND,NAINITAL,RAMNAGAR,2018-09-03 15:45:08.853,15,9
AGRICULTURE,Others,Others,	Water Management	,GUJARAT,Mehsana,KADI,2018-08-13 10:24:28.093,10,8
AGRICULTURE,Others,Others,Government Schemes,GUJARAT,Mehsana,BECHRAJI,2018-12-10 12:12:24.153,12,12
AGRICULTURE,Others,Others,Cultural Practices,GUJARAT,SURENDRANAGAR,DHRANGADHRA,2018-01-01 16:27:23.580,16,1
HORTICULTURE,Vegetables,Watermelon,	Plant Protection	,TELANGANA,KARIMNAGAR,SAIDAPUR,2018-02-26 10:33:40.410,10,2
AGRICULTURE,Cereals,Paddy (Dhan),Weather,UTTARAKHAND,HARIDWAR,KHANPUR,2018-07-07 08:50:40.583,8,7
HORTICULTURE,Condiments and Spices,Garlic,	Plant Protection	,RAJASTHAN,KOTA,SANGOD,2018-12-09 12:52:02.390,12,12
AGRICULTURE,Others,Others,Weather,GUJARAT,Mehsana,MAHESANA,2018-08-24 14:57:28.893,14,8
AGRICULTURE,Oilseeds,Mustard,Nutrient Management,WEST BENGAL,MALDAH,GAZOLE,2018-12-11 18:39:32.980,18,12
HORTICULTURE,Fruits,Guava,Nutrient Management,RAJASTHAN,SAWAI MADHOPUR,SAWAI MADHOPUR,2018-05-27 13:01:03.160,13,5
AGRICULTURE,Others,Others,Weather,RAJASTHAN,AJMER,BHINAY,2018-11-15 16:23:37.640,16,11
HORTICULTURE,Vegetables,Chillies,	Plant Protection	,RAJASTHAN,KOTA,KHAIRABAD,2018-03-01 16:05:04.300,16,3
AGRICULTURE,Others,Others,Weather,RAJASTHAN,KOTA,KHAIRABAD,2018-06-27 15:43:56.080,15,6
HORTICULTURE,Vegetables,Onion,	Plant Protection	,TELANGANA,MAHABOOBNAGAR,ADDAKAL,2018-07-18 11:18:04.687,11,7
HORTICULTURE,Vegetables,Chillies,	Plant Protection	,TELANGANA,WARANGAL,NEKKONDA,2018-05-02 11:34:41.207,11,5
HORTICULTURE,Vegetables,Tomato,"Water Management, Micro Irrigation",RAJASTHAN,KOTA,ITAWA,2018-06-23 13:15:04.600,13,6
AGRICULTURE,Oilseeds,Mustard,Varieties,RAJASTHAN,KARAULI,SAPOTRA,2018-09-20 11:29:11.420,11,9
AGRICULTURE,Cereals,Paddy (Dhan),Weather,WEST BENGAL,BIRBHUM,NANOOR,2018-08-21 09:00:17.023,9,8
HORTICULTURE,Vegetables,Pointed Gourd,	Plant Protection	,WEST BENGAL,MURSHIDABAD,DOMKAL,2018-07-16 18:27:08.670,18,7
HORTICULTURE,Vegetables,Chillies,	Plant Protection	,TELANGANA,NALGONDA,SURYAPET,2018-12-27 17:45:14.143,17,12
HORTICULTURE,Vegetables,Onion,Weather,GUJARAT,BANAS KANTHA,BHABHAR,2018-02-10 08:52:37.207,8,2
AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),	Plant Protection	,GUJARAT,JAMNAGAR,LALPUR,2018-05-21 12:37:57.227,12,5
AGRICULTURE,Cereals,Paddy (Dhan),Weather,WEST BENGAL,Cooch BIHAR,TUFANGANJ-I,2018-10-11 10:28:37.683,10,10
HORTICULTURE,Vegetables,Brinjal,	Plant Protection	,WEST BENGAL,BIRBHUM,MAYURESWAR-I,2018-09-14 17:42:44.057,17,9
HORTICULTURE,Vegetables,Ridge Gourd,	Plant Protection	,TELANGANA,MEDAK,DUBBAK,2018-07-05 16:37:00.177,16,7
AGRICULTURE,Cereals,Paddy (Dhan),Weather,WEST BENGAL,HOOGHLY,GOGHAT-I,2018-10-24 09:16:39.200,9,10
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,MORADABAD,THAKURDWARA,2018-11-03 19:50:10.027,19,11
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,SHAHJAHANPUR,KALAN,2018-02-06 17:02:20.937,17,2
AGRICULTURE,Others,Others,Weather,TELANGANA,ADILABAD,BHAINSA,2018-06-16 15:51:09.563,15,6
HORTICULTURE,Fruits,Mango,	Plant Protection	,TELANGANA,MAHABOOBNAGAR,KOSGI,2018-12-19 15:37:07.803,15,12
AGRICULTURE,Others,Others,Weather,WEST BENGAL,HOOGHLY,DHANIAKHALI,2018-12-14 18:40:05.733,18,12
AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,TELANGANA,KARIMNAGAR,SARANGAPUR,2018-07-14 10:24:41.960,10,7
AGRICULTURE,Others,Others,Weather,UTTARAKHAND,HARIDWAR,ROORKEE,2018-10-24 11:05:02.210,11,10
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,SIDDHARTH NAGAR,KHUNIYAON,2018-06-10 08:17:31.730,8,6
AGRICULTURE,Others,Others,Government Schemes,CHHATTISGARH,DURG,PATAN,2018-08-31 12:41:03.230,12,8
HORTICULTURE,Fruits,Papaya,	Plant Protection	,WEST BENGAL,HOOGHLY,DHANIAKHALI,2018-04-12 15:55:58.500,15,4
AGRICULTURE,Others,Others,Weather,RAJASTHAN,KOTA,ITAWA,2018-01-10 16:58:48.657,16,1
HORTICULTURE,Vegetables,Tomato,Seeds and Planting Material,WEST BENGAL,MALDAH,HARISHCHANDRAPUR-I,2018-12-29 13:13:30.633,13,12
AGRICULTURE,Others,Others,Weather,GUJARAT,KHEDA,MEHMEDABAD,2018-06-24 10:02:42.690,10,6
AGRICULTURE,Oilseeds,"Castor (Rehri, Rendi, Arandi) ",Cultural Practices,GUJARAT,KHEDA,NADIAD,2018-07-28 14:58:35.460,14,7
ANIMAL HUSBANDRY,Avian,Turkey,"Animal Production (Piggery, Goatery, Sheep Farming etc.)",UTTAR PRADESH,SIDDHARTH NAGAR,BHANWAPUR,2018-06-20 14:43:56.417,14,6
AGRICULTURE,Others,Others,Weather,RAJASTHAN,AJMER,PISANGAN,2018-11-22 11:33:47.243,11,11
AGRICULTURE,Others,Others,Cultural Practices,UTTAR PRADESH,MAHARAHGANJ,MAHRAJGANJ,2018-05-15 12:27:46.513,12,5
HORTICULTURE,Vegetables,Brinjal,	Plant Protection	,WEST BENGAL,MURSHIDABAD,DOMKAL,2018-07-13 08:20:48.630,8,7
AGRICULTURE,Fiber Crops,Cotton (Kapas),Weed Management,TELANGANA,MAHABOOBNAGAR,MADDUR,2018-07-17 18:23:36.203,18,7
AGRICULTURE,Others,Others,Varieties,RAJASTHAN,JALOR,RANIWARA,2018-04-02 12:54:52.347,12,4
AGRICULTURE,Cereals,Wheat,Weed Management,GUJARAT,ANAND,KHAMBHAT,2018-12-27 10:07:02.523,10,12
AGRICULTURE,Millets,Buck Wheat (Kaspat),	Plant Protection	,GUJARAT,Mehsana,VISNAGAR,2018-08-27 18:43:28.880,18,8
AGRICULTURE,Fiber Crops,Cotton (Kapas),Weed Management,TELANGANA,MEDAK,KOWDIPALLI,2018-07-11 17:58:48.743,17,7
HORTICULTURE,Condiments and Spices,Cumin,Weather,RAJASTHAN,JALOR,SAYLA,2018-04-08 12:17:47.450,12,4
HORTICULTURE,Condiments and Spices,Cumin,Weather,GUJARAT,BANAS KANTHA,THARAD,2018-02-01 18:36:07.987,18,2
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,SHAHJAHANPUR,MADNAPUR,2018-02-24 12:13:59.447,12,2
AGRICULTURE,Others,Others,Weather,GUJARAT,SABARKANTHA,IDAR,2018-09-03 17:26:34.377,17,9
AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),Sowing Time and Weather,CHHATTISGARH,RAIPUR,DHARSIWA,2018-12-16 16:41:02.557,16,12
AGRICULTURE,Others,Others,Weather,TELANGANA,ADILABAD,KHANAPUR,2018-09-14 19:17:06.353,19,9
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,SHAHJAHANPUR,JALALABAD,2018-02-24 19:09:48.333,19,2
AGRICULTURE,Others,Others,Government Schemes,CHHATTISGARH,MAHASAMUND,BAGBAHARA,2018-03-21 10:26:43.660,10,3
AGRICULTURE,Others,Others,Weather,TELANGANA,ADILABAD,DILAWARPUR,2018-09-14 15:13:11.430,15,9
HORTICULTURE,Vegetables,Pea (Vegetable),Cultural Practices,UTTARAKHAND,NAINITAL,BHIMTAL,2018-08-20 17:34:22.247,17,8
HORTICULTURE,Vegetables,Chillies,	Plant Protection	,WEST BENGAL,HOOGHLY,PANDUA,2018-12-18 09:43:48.447,9,12
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,SHAHJAHANPUR,KALAN,2018-02-28 18:33:22.850,18,2
AGRICULTURE,Others,Others,Weather,TELANGANA,NALGONDA,MUNUGODE,2018-06-30 13:00:45.727,13,6
AGRICULTURE,Others,Others,Cultural Practices,CHHATTISGARH,KABEERDHAM,KAWARDHA,2018-05-31 18:58:38.830,18,5
AGRICULTURE,Cereals,Paddy (Dhan),Weed Management,UTTAR PRADESH,KAUSHAMBI,SARSAWAN,2018-08-02 11:49:20.860,11,8
AGRICULTURE,Others,Others,Weather,TELANGANA,MAHABOOBNAGAR,MAKTHAL,2018-05-17 12:53:29.487,12,5
HORTICULTURE,Vegetables,Chillies,	Plant Protection	,TELANGANA,NALGONDA,MOTHEY,2018-12-20 12:50:11.983,12,12
AGRICULTURE,Cereals,Paddy (Dhan),Weather,WEST BENGAL,NADIA,CHAKDAH,2018-05-06 18:36:43.160,18,5
AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),	Plant Protection	,RAJASTHAN,KARAULI,KARAULI,2018-07-23 10:28:09.847,10,7
AGRICULTURE,Cereals,Wheat,Weather,UTTAR PRADESH,LALITPUR,JAKHAURA,2018-04-07 16:55:01.133,16,4
HORTICULTURE,Vegetables,Brinjal,	Plant Protection	,WEST BENGAL,MURSHIDABAD,BELDANGA-I,2018-01-31 17:24:00.603,17,1
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,LALITPUR,BAR,2018-04-05 15:20:28.670,15,4
AGRICULTURE,Others,Others,Weed Management,CHHATTISGARH,RAIGARH,SARANGARH,2018-07-13 09:16:59.073,9,7
HORTICULTURE,Vegetables,Bhindi(Okra/Ladysfinger),	Plant Protection	,CHHATTISGARH,SURGUJA,BALRAMPUR,2018-06-12 15:23:36.730,15,6
HORTICULTURE,Vegetables,Cucumber,	Plant Protection	,TELANGANA,NALGONDA,MIRYALAGUDA,2018-02-27 12:35:22.913,12,2
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,BADAUN,ISLAMNAGAR,2018-02-05 17:56:00.253,17,2
AGRICULTURE,Others,Others,Weather,UTTARAKHAND,NAINITAL,BETALGHAT,2018-02-11 16:14:32.250,16,2
AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),Cultural Practices,GUJARAT,Mehsana,SATLASNA,2018-08-04 17:30:03.470,17,8
AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,TELANGANA,NALGONDA,TRIPURARAM,2018-02-09 19:24:26.030,19,2
AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,TELANGANA,KARIMNAGAR,JAMMIKUNTA,2018-02-28 19:00:41.080,19,2
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,KUSHI NAGAR,RAMKOLA,2018-01-09 20:26:02.597,20,1
AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,WEST BENGAL,BIRBHUM,BOLPUR-SRINIKETAN,2018-09-03 19:46:16.643,19,9
HORTICULTURE,Vegetables,Bottle Gourd ,Cultural Practices,UTTARAKHAND,NAINITAL,HALDWANI,2018-03-24 18:20:55.293,18,3
AGRICULTURE,Oilseeds,Soybean (bhat),Seeds,RAJASTHAN,KOTA,LADPURA,2018-06-13 18:06:12.040,18,6
AGRICULTURE,Others,Others,Weather,TELANGANA,MAHABOOBNAGAR,TELKAPALLE,2018-07-05 19:40:37.870,19,7
AGRICULTURE,Others,Others,Government Schemes,RAJASTHAN,KOTA,SULTANPUR,2018-01-12 13:29:53.420,13,1
AGRICULTURE,Others,Others,Weather,RAJASTHAN,KOTA,KHAIRABAD,2018-12-29 09:26:18.843,9,12
AGRICULTURE,Cereals,Paddy (Dhan),Government Schemes,WEST BENGAL,Cooch BIHAR,HALDIBARI,2018-01-10 12:17:53.113,12,1
HORTICULTURE,Vegetables,Chillies,Cultural Practices,UTTAR PRADESH,VARANASI,BARAGAON,2018-09-07 13:38:25.753,13,9
AGRICULTURE,Millets,Maize (Makka),	Plant Protection	,WEST BENGAL,MALDAH,KALIACHAK-III,2018-12-22 19:09:41.340,19,12
AGRICULTURE,Oilseeds,"Castor (Rehri, Rendi, Arandi) ",Cultural Practices,GUJARAT,Mehsana,VADNAGAR,2018-08-12 12:48:02.223,12,8
HORTICULTURE,Vegetables,Cucumber,Weather,WEST BENGAL,BIRBHUM,NALHATI-II,2018-07-17 12:29:52.490,12,7
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,KUSHI NAGAR,NEBUA NAURANGIA,2018-01-24 06:55:15.820,6,1
AGRICULTURE,Others,Others,Weather,TELANGANA,KARIMNAGAR,PEDDAPALLI,2018-07-05 09:17:14.750,9,7
HORTICULTURE,Vegetables,Chillies,	Plant Protection	,WEST BENGAL,BIRBHUM,MAYURESWAR-I,2018-09-13 17:59:01.210,17,9
AGRICULTURE,Cereals,Wheat,	Plant Protection	,CHHATTISGARH,RAIGARH,PUSSORE,2018-12-25 07:43:03.563,7,12
AGRICULTURE,Others,Others,Weather,RAJASTHAN,KOTA,LADPURA,2018-06-09 09:31:15.900,9,6
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,BADAUN,DAHGAVAN,2018-02-11 17:52:44.193,17,2
AGRICULTURE,Others,Others,Weather,UTTARAKHAND,NAINITAL,DHARI,2018-08-29 19:27:56.363,19,8
AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),	Plant Protection	,GUJARAT,Mehsana,KHERALU,2018-08-23 11:20:17.583,11,8
AGRICULTURE,Others,Others,Weather,TELANGANA,MAHABOOBNAGAR,BHOOTHPUR,2018-07-06 15:52:18.987,15,7
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,BADAUN,AMBIAPUR,2018-02-13 07:07:30.367,7,2
HORTICULTURE,Condiments and Spices,Fennel,Fertilizer Use and Availability,GUJARAT,Mehsana,KADI,2018-12-25 11:24:24.560,11,12
AGRICULTURE,Others,Others,Weather,GUJARAT,SABARKANTHA,VADALI,2018-09-09 16:42:03.433,16,9
AGRICULTURE,Cereals,Paddy (Dhan),Fertilizer Use and Availability,RAJASTHAN,BUNDI,KESHORAIPATAN,2018-08-13 14:55:55.023,14,8
AGRICULTURE,Millets,Maize (Makka),	Plant Protection	,TELANGANA,KARIMNAGAR,MANAKONDUR,2018-07-15 09:09:36.770,9,7
AGRICULTURE,Others,Others,Weather,TELANGANA,WARANGAL,ATMAKUR,2018-05-14 13:50:34.670,13,5
AGRICULTURE,Cereals,Paddy (Dhan),Weed Management,UTTARAKHAND,NAINITAL,HALDWANI,2018-07-19 17:25:08.400,17,7
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,KANPUR CITY,SHIVRAJPUR,2018-10-10 06:35:36.190,6,10
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,LALITPUR,JAKHAURA,2018-04-10 11:38:19.990,11,4
HORTICULTURE,Vegetables,Watermelon,	Plant Protection	,WEST BENGAL,Cooch BIHAR,MATHA BHANGA-II,2018-01-06 13:47:19.443,13,1
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,DEORIA,BAITALPUR,2018-03-06 20:15:03.860,20,3
AGRICULTURE,Others,Others,Government Schemes,GUJARAT,RAJKOT,GONDAL,2018-03-03 10:16:16.280,10,3
AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),	Plant Protection	,GUJARAT,Mehsana,VISNAGAR,2018-08-08 16:27:29.620,16,8
AGRICULTURE,Others,Others,Weather,UTTARAKHAND,HARIDWAR,ROORKEE,2018-07-09 21:25:06.370,21,7
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,DEORIA,TARKALUA,2018-03-29 08:28:46.810,8,3
AGRICULTURE,Others,Others,Weather,TELANGANA,ADILABAD,JAINAD,2018-06-30 14:12:21.477,14,6
AGRICULTURE,Oilseeds,"Castor (Rehri, Rendi, Arandi) ",	Plant Protection	,GUJARAT,AHMADABAD,VIRAMGAM,2018-11-29 12:08:43.543,12,11
HORTICULTURE,Medicinal and Aromatic Plants,Mentha,Cultural Practices,TELANGANA,WARANGAL,GHANPUR(STATION),2018-02-23 19:01:25.713,19,2
HORTICULTURE,Condiments and Spices,Garlic,Fertilizer Use and Availability,RAJASTHAN,KOTA,LADPURA,2018-01-16 09:17:25.980,9,1
AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Weed Management,UTTAR PRADESH,BAGHPAT,BAGHPAT,2018-07-19 09:12:14.053,9,7
HORTICULTURE,Vegetables,Potato,Cultural Practices,GUJARAT,SURENDRANAGAR,MULI,2018-01-16 09:06:44.210,9,1
AGRICULTURE,Cereals,Wheat,Weather,CHHATTISGARH,RAIPUR,DHARSIWA,2018-12-16 07:15:48.093,7,12
HORTICULTURE,Vegetables,Tomato,Seeds and Planting Material,TELANGANA,MEDAK,CHINNAKODUR,2018-07-22 13:42:35.910,13,7
AGRICULTURE,Others,Others,Weather,TELANGANA,KARIMNAGAR,CHANDURTHI,2018-02-08 09:29:24.520,9,2
AGRICULTURE,Cereals,Paddy (Dhan),Fertilizer Use and Availability,UTTARAKHAND,NAINITAL,HALDWANI,2018-09-02 09:27:44.490,9,9
AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,TELANGANA,MAHABOOBNAGAR,ADDAKAL,2018-08-16 11:29:33.270,11,8
AGRICULTURE,Others,Others,	Plant Protection	,CHHATTISGARH,BILASPUR,BELHA,2018-03-05 07:12:28.340,7,3
HORTICULTURE,Condiments and Spices,Coriander,Fertilizer Use and Availability,GUJARAT,Mehsana,VIJAPUR,2018-12-07 10:07:04.053,10,12
HORTICULTURE,Condiments and Spices,Cumin,	Plant Protection	,GUJARAT,BANAS KANTHA,DEODAR,2018-02-01 10:36:05.577,10,2
AGRICULTURE,Cereals,Paddy (Dhan),Weather,UTTARAKHAND,HARIDWAR,BHAGWANPUR,2018-07-08 09:27:43.297,9,7
AGRICULTURE,Others,Others,Weather,GUJARAT,SURENDRANAGAR,LIMBDI,2018-10-03 10:21:11.873,10,10
AGRICULTURE,Others,Others,Weather,UTTARAKHAND,HARIDWAR,BAHADRABAD,2018-07-05 11:56:35.093,11,7
AGRICULTURE,Cereals,Paddy (Dhan),Cultural Practices,UTTARAKHAND,NAINITAL,RAMNAGAR,2018-08-09 09:58:33.370,9,8
AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Nutrient Management,UTTAR PRADESH,SHAHJAHANPUR,DADROL,2018-02-07 06:27:05.730,6,2
HORTICULTURE,Condiments and Spices,Cumin,Market Information,RAJASTHAN,JALOR,BHINMAL,2018-04-01 21:40:41.070,21,4
ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)",Dairy Production,UTTARAKHAND,HARIDWAR,NARSAN,2018-12-13 15:45:17.110,15,12
AGRICULTURE,Others,Others,Weather,RAJASTHAN,SAWAI MADHOPUR,SAWAI MADHOPUR,2018-05-29 12:26:28.503,12,5
AGRICULTURE,Others,Others,Weather,TELANGANA,MAHABOOBNAGAR,DHANWADA,2018-10-12 16:19:46.570,16,10
AGRICULTURE,Others,Others,Weather,RAJASTHAN,KOTA,ITAWA,2018-01-23 08:35:11.427,8,1
AGRICULTURE,Others,Others,Weather,WEST BENGAL,HOOGHLY,GOGHAT-II,2018-12-18 12:14:00.537,12,12
ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)",Dairy Production,GUJARAT,Mehsana,BECHRAJI,2018-12-13 13:07:39.683,13,12
AGRICULTURE,Others,Others,Seeds,CHHATTISGARH,RAIPUR,DHARSIWA,2018-12-23 11:07:09.550,11,12
AGRICULTURE,Others,Others,Weather,RAJASTHAN,AJMER,BHINAY,2018-11-22 16:09:20.123,16,11
AGRICULTURE,Cereals,Paddy (Dhan),Fertilizer Use and Availability,CHHATTISGARH,BILASPUR,MUNGELI,2018-03-03 15:34:01.593,15,3
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,VARANASI,PINDRA,2018-09-12 16:14:42.747,16,9
AGRICULTURE,Others,Others,Weather,TELANGANA,KARIMNAGAR,HUZURABAD,2018-07-15 13:39:43.870,13,7
ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)",Disease Management,GUJARAT,Mehsana,KHERALU,2018-12-10 18:09:28.043,18,12
AGRICULTURE,Others,Others,Weather,RAJASTHAN,KOTA,SANGOD,2018-06-25 20:29:41.010,20,6
AGRICULTURE,Others,Others,	Field Preparation	,GUJARAT,BANAS KANTHA,DEESA,2018-02-12 17:11:48.590,17,2
AGRICULTURE,Others,Others,Government Schemes,GUJARAT,AHMADABAD,SANAND,2018-04-08 08:38:49.373,8,4
